Whether_to_accept_P1_offer_stage1,Reason_for_accepting_if_ACCEPT,Reason_for_rejecting_if_REJECT,Offer_to_P1_if_rejected_proceed_to_stage2,Trial,HumanP1toAIP2stage1
True,"Accepting 90 points now is optimal for me. If I reject, any agreement I might reach later is discounted heavily for P2, so even the maximum possible future payoff would be lower than 90.",,-1,20,90
True,"Accepting 91 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting.",,-1,1,91
True,"Accepting 91 points in Stage 1 is optimal for me because it gives me a very high immediate payoff with no discounting, which is much better than risking a later round where my discount factor drops sharply.",,-1,2,91
True,"Accepting is optimal because receiving 91 points now gives me a stage-1 payoff of 91, which is far higher than what I could secure after delay given my discounting.",,-1,3,91
True,"Accepting is optimal because receiving 91 points now gives me a stage-1 payoff of 91, which is far higher than what I could guarantee myself by rejecting and bargaining later under my lower discount factor.",,-1,4,91
True,"Accepting is optimal because 91 points for me in Stage 1 gives me a payoff of 91, which is far higher than what I could credibly secure later once discounting applies.",,-1,5,91
True,"Accepting 91 points now is optimal for me. At Stage 1 my discount factor is 1, so this gives me 91 payoff immediately, which is far better than any payoff I could guarantee by rejecting and bargaining later under my lower discount factors.",,-1,6,91
True,"Accepting 91 points now is optimal because it gives me a very high immediate payoff, far better than what I could reliably secure after discounting in later stages.",,-1,7,91
True,"Accepting gives me 91 points immediately at Stage 1 with no discount, which is far better than what I could credibly guarantee by rejecting and bargaining later under my lower discount factors.",,-1,8,91
True,"Accepting is optimal because receiving 91 points now gives me a stage-1 payoff of 91, which is far higher than what I could guarantee myself by rejecting and bargaining in later discounted stages.",,-1,9,91
True,"Accepting is optimal because receiving 91 points now gives me a stage-1 payoff of 91, which is far higher than what I could credibly secure after delay given my heavier discounting in later stages.",,-1,10,91
True,"Accepting 91 points now is optimal because it gives me a very high immediate payoff, which is far better than what I could expect after discounting in later stages.",,-1,11,91
True,"Accepting is optimal because 91 points to me in Stage 1 gives me a payoff of 91, which is far higher than what I could secure after discounting in later stages.",,-1,12,91
True,"Accepting is optimal because receiving 91 points now gives me a stage-1 payoff of 91, which is far higher than what I could guarantee myself by rejecting and bargaining later under discounting.",,-1,13,91
True,Accepting because 91 points for P2 at Stage 1 is extremely favorable and exceeds what I could guarantee by rejecting and bargaining later under discounting.,,-1,14,91
True,"Accepting 91 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would heavily discount my payoff as P2.",,-1,15,91
True,Accepting because 91 points for me in Stage 1 is extremely favorable and cannot be improved upon in discounted terms by rejecting.,,-1,16,91
True,"Accepting is optimal because getting 91 points now gives me a stage-1 payoff of 91, which is far higher than what I could guarantee myself by rejecting and bargaining in later discounted stages.",,-1,17,91
True,"Accepting is optimal because receiving 91 points now gives me a stage-1 payoff of 91, which is far higher than what I could secure through later discounted stages.",,-1,18,91
True,"Accepting is optimal because receiving 91 points now gives me a stage-1 payoff of 91, which is far higher than what I could guarantee myself by rejecting and bargaining in later discounted stages.",,-1,19,91
True,"Accepting 91 points now is optimal for me because it gives me a very high immediate payoff, and waiting for later stages would heavily reduce my payoff due to discounting.",,-1,20,91
True,"I accept because receiving 92 points now gives me a very high stage-1 payoff, and delaying to later stages would sharply reduce my discounted payoff.",,-1,1,92
True,"Accepting 92 points now is optimal because it gives me a very high immediate payoff, much larger than what I could credibly secure in later discounted stages.",,-1,2,92
True,Accepting because 92 points for me in Stage 1 is extremely favorable and gives me my highest possible immediate payoff.,,-1,3,92
True,Accepting because 92 points to me in Stage 1 is extremely favorable and dominates any realistic payoff from rejecting and bargaining later.,,-1,4,92
True,"Accepting 92 now is optimal because it gives me 92 points immediately, which is far better than any payoff I could secure in later stages after discounting.",,-1,5,92
True,"Accepting 92 points now is optimal because it gives me a very high immediate payoff, and waiting would apply my discount factor and risk getting less later.",,-1,6,92
True,"Accepting is optimal because receiving 92 points immediately in Stage 1 gives me a payoff of 92, which is far higher than what I could guarantee myself in later discounted stages.",,-1,7,92
True,"Accepting 92 now gives me 92 points immediately, which is far higher than what I could secure in later stages after discounting. It is clearly optimal to accept.",,-1,8,92
True,"Accepting 92 points in Stage 1 is optimal for me because it gives me a very high immediate payoff, and waiting would sharply reduce my discounted payoff in later stages.",,-1,9,92
True,"Accepting 92 points now is optimal because it gives me a very high immediate payoff, and any later agreement would be discounted heavily for me.",,-1,10,92
True,"Accepting 92 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting.",,-1,11,92
True,"Accepting 92 now is optimal because it gives me a very high immediate payoff, far better than what I could reliably secure in later discounted stages.",,-1,12,92
True,"Accepting 92 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would heavily reduce my payoff due to discounting.",,-1,13,92
True,"Accepting 92 now gives me a very high immediate payoff, which is better than risking delay and discounting in later stages.",,-1,14,92
True,"Accepting 92 points now is clearly optimal for me because it gives me a very high immediate payoff, and any delayed agreement would be heavily discounted for P2.",,-1,15,92
True,"Accepting 92 points now is optimal for me because I receive 92 immediately in Stage 1, which is far higher than what I could guarantee myself in later stages after discounting.",,-1,16,92
